type,recipe_id,ingredient,amount_cups
Cupcake,234807,cornmeal,0
Cupcake,234807,cream.cheese,0
Cupcake,234807,eggs,0.16666666666666666
Cupcake,234807,flour,0.1111111111111111
Cupcake,234807,fruit,0
Cupcake,234807,fruit.juice,0
Cupcake,234807,honey,0
Cupcake,234807,margarine,0
Cupcake,234807,milk,0
Cupcake,234807,nut,0
Cupcake,234807,oats,0
Cupcake,234807,oil,0
Cupcake,234807,other,0.005208333333333333
Cupcake,234807,salt,8.680541666666666e-4
Cupcake,234807,sour.cream,0
Cupcake,234807,spice,0
Cupcake,234807,starch,0
Cupcake,234807,sugar,0.08333333333333333
Cupcake,234807,unitless,0
Cupcake,234807,vanilla,0.0017361083333333333
Cupcake,234807,vegetable,0
Cupcake,234807,vinegar,0.0034722166666666665
Cupcake,234807,water,0
Cupcake,234807,yogurt,0
Muffin,231643,baking.powder,0
Muffin,231643,baking.soda,0.0026041625
Muffin,231643,butter,0
Muffin,231643,buttermilk,0
Muffin,231643,chocolate,0
Muffin,231643,cornmeal,0
Muffin,231643,cream.cheese,0
Muffin,231643,eggs,0.16666666666666666
Muffin,231643,flour,0.08333333333333333
Muffin,231643,fruit,0.041666666666666664
Muffin,231643,fruit.juice,0
Muffin,231643,honey,0
Muffin,231643,margarine,0
Muffin,231643,milk,0
Muffin,231643,nut,0.08333333333333333
Muffin,231643,oats,0.041666666666666664
Muffin,231643,oil,0.020833333333333332
Muffin,231643,other,0
Muffin,231643,salt,0.0017361083333333333
Muffin,231643,sour.cream,0
Muffin,231643,spice,0.0026041625
Muffin,231643,starch,0
Muffin,231643,sugar,0.041666666666666664
Muffin,231643,unitless,0.25
Muffin,231643,vanilla,0
Muffin,231643,vegetable,0
Muffin,231643,vinegar,0
Muffin,231643,water,0
Muffin,231643,yogurt,0.020833333333333332
